시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,반려동물 동반 가능정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,입장(이용료)가격 정보,반려동물 전용 정보,최종작성일,리 명칭
천사약국,반려동물업,반려의료,동물약국,서울특별시,동대문구,용두동,52-8 번지,왕산로26길,13 번,37.57744,127.0367,2566,서울특별시 동대문구 왕산로26길 13,서울 동대문구 용두동 52-8,02-965-7804,정보없음,"매주 일요일, 법정공휴일","월~금 08:30~19:00, 토 08:30~13:30",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
천사약국,반려동물업,반려의료,동물약국,서울특별시,은평구,불광동,311-13 번지,통일로,856 번,37.61962,126.9215,3345,서울특별시 은평구 통일로 856,서울 은평구 불광동 311-13,02-6385-1213,정보없음,연중무휴,월~일 09:00~21:00,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
천사약국,반려동물업,반려의료,동물약국,서울특별시,마포구,합정동,414-12 번지,양화로,48 번,37.54943,126.9144,4046,서울특별시 마포구 양화로 48,서울 마포구 합정동 414-12,02-332-8008,정보없음,연중무휴,"월~금 08:00~22:00, 토~일, 법정공휴일 08:00~19:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
천사약국,반려동물업,반려의료,동물약국,서울특별시,강동구,천호동,293-10 번지,구천면로,297 번,37.54642,127.1339,5320,서울특별시 강동구 구천면로 297,서울 강동구 천호동 293-10,02-482-8484,정보없음,매주 일요일,월~토 09:00~21:30,Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
천사약국,반려동물업,반려의료,동물약국,서울특별시,강남구,일원동,715-1 번지,일원로,95 번,37.48574,127.0835,6351,서울특별시 강남구 일원로 95,서울 강남구 일원동 715-1,02-459-3702,정보없음,"매주 일요일, 법정공휴일","월~목 08:30~20:30, 금 08:30~19:00, 토 09:00~18:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
천우약국,반려동물업,반려의료,동물약국,서울특별시,영등포구,영등포동,6-3 번지,영등포로,231-1 번,37.51966,126.9073,7250,서울특별시 영등포구 영등포로 231-1,서울 영등포구 영등포동5가 6-3,02-2634-1558,정보없음,연중무휴,"월~토, 법정공휴일 08:00~20:30",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
천지당약국,반려동물업,반려의료,동물약국,서울특별시,영등포구,대림동,962-5 번지,시흥대로,659 번,37.49084,126.9075,7442,서울특별시 영등포구 시흥대로 659,서울 영등포구 대림동 962-5,02-832-5867,정보없음,연중무휴,"월~금 08:30~21:00, 토~일, 법정공휴일 10:00~20:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
천지인약국,반려동물업,반려의료,동물약국,서울특별시,양천구,신정동,972-4 번지,중앙로,282 번,37.52155,126.8526,8026,서울특별시 양천구 중앙로 282,서울 양천구 신정동 972-4,02-2603-2366,정보없음,"매주 일요일, 법정공휴일","월~금 08:30~21:00, 토 08:30~16:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
천호새빛약국,반려동물업,반려의료,동물약국,서울특별시,강동구,성내동,64-13 번지,천호대로,1006 번,37.53805,127.1238,5378,서울특별시 강동구 천호대로 1006,서울 강동구 성내동 64-13,02-6213-3200,정보없음,매주 일요일,"목 09:30~19:10, 토 09:30~16:00, 월, 화, 수, 금 09:30~18:40",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청계약국,반려동물업,반려의료,동물약국,서울특별시,중구,무교동,77 번지,청계천로,14 번,37.56879,126.9788,4520,서울특별시 중구 청계천로 14,서울 중구 무교동 77,070-4151-0110,정보없음,연중무휴,"월~금 09:30~19:30, 토 09:30~19:00, 일 10:00~21:00, 법정공휴일 10:00~21:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청구약국,반려동물업,반려의료,동물약국,서울특별시,강북구,미아동,791-940 번지,삼양로,255 번,37.62616,127.018,1110,서울특별시 강북구 삼양로 255,서울 강북구 미아동 791-940,02-989-1449,정보없음,매주 일요일,"월~토 08:00~22:00, 법정공휴일 15:00~19:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청년약국,반려동물업,반려의료,동물약국,서울특별시,노원구,공릉동,745 번지,공릉로,213 번,37.62788,127.0774,1833,서울특별시 노원구 공릉로 213,서울 노원구 공릉동 745,070-7763-3297,정보없음,연중무휴,매일 11:00~22:00,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청담라인약국,반려동물업,반려의료,동물약국,서울특별시,강남구,신사동,653-16 번지,도산대로49길,16 번,37.52391,127.0374,6019,서울특별시 강남구 도산대로49길 16,서울 강남구 신사동 653-16,0507-1385-6612,https://blog.naver.com/pharmjyp,"매주 일요일, 법정공휴일","월~금 10:00~21:00, 목 10:00~19:00, 토 10:00~17:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청담명약국,반려동물업,반려의료,동물약국,서울특별시,강남구,청담동,76-5 번지,학동로,501 번,37.51916,127.0505,6074,서울특별시 강남구 학동로 501,서울 강남구 청담동 76-5,02-512-0556,정보없음,"매주 일요일, 법정공휴일","월~금 08:00~18:30, 토 08:00~17:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청담밝은약국,반려동물업,반려의료,동물약국,서울특별시,강남구,삼성동,35-8 번지,선릉로,612 번,37.51152,127.0437,6097,서울특별시 강남구 선릉로 612,서울 강남구 삼성동 35-8,02-543-7972,정보없음,"매주 일요일, 법정공휴일","월~금 10:00~20:00, 토 10:00~17:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청담별빛약국,반려동물업,반려의료,동물약국,서울특별시,강남구,청담동,47-5 번지,학동로,443 번,37.51894,127.0494,6068,서울특별시 강남구 학동로 443,서울 강남구 청담동 47-5,02-515-9354,정보없음,매주 일요일,"화,수 09:30~19:00, 목,금 09:30~21:00, 월 09:30~20:00, 토 09:30~15:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청담수약국,반려동물업,반려의료,동물약국,서울특별시,강남구,청담동,45-4 번지,학동로,423 번,37.51843,127.0466,6068,서울특별시 강남구 학동로 423,서울 강남구 청담동 45-4,02-548-8322,정보없음,연중무휴,"월~금 09:00~19:00, 토 09:00~15:00, 일 10:00~15:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청담엔약국,반려동물업,반려의료,동물약국,서울특별시,강남구,논현동,93-3 번지,도산대로,330 번,37.52244,127.0381,6055,서울특별시 강남구 도산대로 330,서울 강남구 논현동 93-3,02-543-3303,정보없음,"매주 일요일, 법정공휴일","월, 화 09:00~20:30, 수 09:00~21:00, 목, 금 09:00~20:30, 토 09:00~18:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청담온누리약국,반려동물업,반려의료,동물약국,서울특별시,강남구,청담동,72-1 번지,학동로,521 번,37.52005,127.0558,6072,서울특별시 강남구 학동로 521,서울 강남구 청담동 72-1,02-518-1355,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~14:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청담와이약국,반려동물업,반려의료,동물약국,서울특별시,강남구,청담동,118-17 번지,압구정로,461 번,37.52525,127.0472,6011,서울특별시 강남구 압구정로 461,서울 강남구 청담동 118-17,0507-1317-7262,정보없음,연중무휴,"월~금 09:30~22:00, 토 10:00~22:00, 일 14:00~22:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청담이화약국,반려동물업,반려의료,동물약국,서울특별시,강남구,삼성동,7-3 번지,선릉로130길,20 번,37.51567,127.0433,6088,서울특별시 강남구 선릉로130길 20,서울 강남구 삼성동 7-3,02-545-2929,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~13:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청담케이팜약국,반려동물업,반려의료,동물약국,서울특별시,강남구,신사동,666-16 번지,도산대로,333 번,37.52336,127.0384,6019,서울특별시 강남구 도산대로 333,서울 강남구 신사동 666-16,070-4125-7407,정보없음,매주 일요일,"수 09:00~18:30, 토 09:00~17:00, 월, 목 09:00~20:00, 화, 금 09:00~21:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청솔동아약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,창동,808 번지,노해로69가길,11 번,37.65889,127.0491,1411,서울특별시 도봉구 노해로69가길 11,서울 도봉구 창동 808,02-990-3378,정보없음,매주 일요일,"월~금 09:30~19:00, 토 09:30~14:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청솔약국,반려동물업,반려의료,동물약국,서울특별시,성북구,장위동,307-47 번지,한천로,743 번,37.62246,127.0511,2759,서울특별시 성북구 한천로 743,서울 성북구 장위동 307-47,02-909-8067,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~20:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청수약국,반려동물업,반려의료,동물약국,서울특별시,동대문구,용두동,100-1 번지,천호대로25길,81 번,37.57781,127.034,2585,서울특별시 동대문구 천호대로25길 81,서울 동대문구 용두동 100-1,02-3493-6912,정보없음,"매주 일요일, 법정공휴일",월~토 09:00~21:00,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청실약국,반려동물업,반려의료,동물약국,서울특별시,강남구,대치동,626 번지,남부순환로,2917 번,37.49317,127.0592,6280,서울특별시 강남구 남부순환로 2917,서울 강남구 대치동 626,02-568-3597,정보없음,매주 일요일,"월~금 09:00~21:00, 토 09:00~19:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청심약국,반려동물업,반려의료,동물약국,서울특별시,마포구,합정동,438-1 번지,희우정로,42 번,37.55075,126.9068,4020,서울특별시 마포구 희우정로 42,서울 마포구 합정동 438-1,02-325-4552,정보없음,연중무휴,"월~토 09:00~21:00, 일 14:30~21:00, 법정공휴일 17:00~21:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
청십자약국,반려동물업,반려의료,동물약국,서울특별시,성북구,보문동,3-1 번지,보문로,99 번,37.58399,127.0198,2872,서울특별시 성북구 보문로 99,서울 성북구 보문동5가 3-1,02-923-2393,정보없음,매주 일요일,"월~금 09:00~18:00, 토 09:00~14:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
초록문약국,반려동물업,반려의료,동물약국,서울특별시,강서구,마곡동,798-2 번지,공항대로,164 번,37.55933,126.8255,7807,서울특별시 강서구 공항대로 164,서울 강서구 마곡동 798-2,02-2666-7062,https://blog.naver.com/greendoorpharm,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~15:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
초록약국,반려동물업,반려의료,동물약국,서울특별시,동대문구,장안동,432-4 번지,한천로2길,107 번,37.56246,127.0645,2636,서울특별시 동대문구 한천로2길 107,서울 동대문구 장안동 432-4,02-3394-8432,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~15:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
초록약국,반려동물업,반려의료,동물약국,서울특별시,은평구,증산동,223-47 번지,수색로,191 번,37.57825,126.9011,3504,서울특별시 은평구 수색로 191,서울 은평구 증산동 223-47,02-376-7408,정보없음,연중무휴,"월~금 08:00~20:30, 토~일 09:00~19:30",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
초롱약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,창동,331-2 번지,노해로65길,17 번,37.65206,127.0461,1405,서울특별시 도봉구 노해로65길 17,서울 도봉구 창동 331-2,02-902-7070,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:30, 토 09:00~14:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
초원약국,반려동물업,반려의료,동물약국,서울특별시,종로구,내자동,67-1 번지,자하문로,1 번,37.57632,126.9723,3041,서울특별시 종로구 자하문로 1,서울 종로구 내자동 67-1,070-4647-0680,정보없음,"매주 일요일, 법정공휴일","월~금 08:30~21:00, 토 09:00~20:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
초원옵티마약국,반려동물업,반려의료,동물약국,서울특별시,동대문구,청량리동,496 번지,제기로,84 번,37.58655,127.0425,2483,서울특별시 동대문구 제기로 84,서울 동대문구 청량리동 496,02-964-3365,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~18:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
최국희약국,반려동물업,반려의료,동물약국,서울특별시,마포구,상수동,317-12 번지,독막로,63 번,37.54799,126.9205,4049,서울특별시 마포구 독막로 63,서울 마포구 상수동 317-12,02-324-5445,정보없음,매주 일요일,"월~금 09:00~20:30, 토 09:00~13:00, 토 17:30~21:00,",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
최선약국,반려동물업,반려의료,동물약국,서울특별시,동대문구,답십리동,21-8 번지,전농로,36 번,37.56801,127.0574,2615,서울특별시 동대문구 전농로 36,서울 동대문구 답십리동 21-8,02-3394-5170,정보없음,"매주 토, 일, 법정공휴일",월~금 08:00~21:00,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
충정로 조은약국,반려동물업,반려의료,동물약국,서울특별시,중구,중림동,398-9 번지,중림로2길,6 번,37.55886,126.9636,4503,서울특별시 중구 중림로2길 6,서울 중구 중림동 398-9,02-363-9066,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
치료의빛셀메드약국,반려동물업,반려의료,동물약국,서울특별시,광진구,구의동,199-6 번지,아차산로,484 번,37.54075,127.0956,5117,서울특별시 광진구 아차산로 484,서울 광진구 구의동 199-6,02-456-2233,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~19:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
케이약국,반려동물업,반려의료,동물약국,서울특별시,강남구,논현동,4-20 번지,도산대로12길,6 번,37.51709,127.0235,6039,서울특별시 강남구 도산대로12길 6,서울 강남구 논현동 4-20,02-511-8806,정보없음,"매주 일요일, 법정공휴일","월~금 10:00~21:30, 토 10:00~18:30",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
